Lineage,Number_of_sequences,Number_of_sequences_with_adm2,Number_adm2s,Earliest_sequence,Latest_sequence*,Days_between_earliest_and_latest_sequences*,Max_distance_between_sequences_km,Average_distance_between_sequences_km,Median_distance_between_sequences_km
B.1.X_DTA_MCC_298,3,3,3,28/03/2020,13/04/2020,16,80.45545669,53.80955187,71.8468558
B.1.X_DTA_MCC_305,3,2,2,30/03/2020,12/04/2020,13,22.35358226,22.35358226,22.35358226
B.1.X_DTA_MCC_312,3,3,1,07/04/2020,14/04/2020,7,0,0,0
B.1.X_DTA_MCC_354,3,3,3,24/04/2020,02/05/2020,8,19.73654032,14.82142481,13.559739
B.1.X_DTA_MCC_380,3,2,1,13/04/2020,16/04/2020,3,0,0,0
A_DTA_MCC_8,2,2,1,31/03/2020,31/03/2020,0,0,0,0
A_DTA_MCC_15,2,2,2,20/05/2020,03/06/2020,14,165.7254479,165.7254479,165.7254479
A_DTA_MCC_19,2,2,1,25/03/2020,27/03/2020,2,0,0,0
A_DTA_MCC_20,2,2,2,26/03/2020,27/03/2020,1,298.3117672,298.3117672,298.3117672
A_DTA_MCC_28,2,2,2,29/03/2020,31/03/2020,2,181.1859163,181.1859163,181.1859163
A_DTA_MCC_30,2,1,1,28/03/2020,04/04/2020,7,NA,NA,NA
A_DTA_MCC_35,2,2,2,10/04/2020,22/04/2020,12,101.1562542,101.1562542,101.1562542
A_DTA_MCC_47,2,2,2,30/03/2020,14/04/2020,15,200.6126494,200.6126494,200.6126494
A_DTA_MCC_55,2,2,1,22/04/2020,07/05/2020,15,0,0,0
A_DTA_MCC_57,2,2,1,22/03/2020,28/03/2020,6,0,0,0
B_DTA_MCC_6,2,2,1,24/02/2020,27/02/2020,3,0,0,0
B_DTA_MCC_41,2,2,2,04/03/2020,04/03/2020,0,73.80553438,73.80553438,73.80553438
B_DTA_MCC_42,2,2,2,05/03/2020,06/03/2020,1,436.3583758,436.3583758,436.3583758
B_DTA_MCC_66,2,2,2,10/03/2020,25/03/2020,15,145.0574066,145.0574066,145.0574066
B_DTA_MCC_67,2,2,1,11/03/2020,18/03/2020,7,0,0,0
B_DTA_MCC_93,2,0,0,19/03/2020,19/03/2020,0,NA,NA,NA
B_DTA_MCC_100,2,1,1,21/03/2020,30/03/2020,9,NA,NA,NA
B_DTA_MCC_120,2,1,1,21/03/2020,22/03/2020,1,NA,NA,NA
B_DTA_MCC_127,2,1,1,24/03/2020,02/04/2020,9,NA,NA,NA
B_DTA_MCC_136,2,0,0,26/03/2020,02/04/2020,7,NA,NA,NA
B_DTA_MCC_138,2,0,0,26/03/2020,30/03/2020,4,NA,NA,NA
B_DTA_MCC_140,2,2,2,28/03/2020,28/03/2020,0,226.7894488,226.7894488,226.7894488
B_DTA_MCC_142,2,0,0,30/03/2020,30/03/2020,0,NA,NA,NA
B_DTA_MCC_143,2,1,1,28/03/2020,01/04/2020,4,NA,NA,NA
B_DTA_MCC_152,2,2,2,22/03/2020,31/03/2020,9,70.45524697,70.45524697,70.45524697
B_DTA_MCC_156,2,2,2,06/04/2020,15/05/2020,39,425.2199887,425.2199887,425.2199887
B_DTA_MCC_165,2,2,2,20/03/2020,18/04/2020,29,129.3305379,129.3305379,129.3305379
B_DTA_MCC_177,2,2,2,27/03/2020,30/03/2020,3,528.2465713,528.2465713,528.2465713
B_DTA_MCC_178,2,2,1,10/04/2020,21/04/2020,11,0,0,0
B_DTA_MCC_179,2,1,1,02/04/2020,09/04/2020,7,NA,NA,NA
B_DTA_MCC_185,2,2,2,19/04/2020,01/05/2020,12,94.5053918,94.5053918,94.5053918
B_DTA_MCC_186,2,1,1,20/03/2020,22/04/2020,33,NA,NA,NA
B_DTA_MCC_192,2,2,1,28/03/2020,03/04/2020,6,0,0,0
B_DTA_MCC_199,2,2,1,20/03/2020,22/03/2020,2,0,0,0
B_DTA_MCC_200,2,2,2,21/03/2020,26/03/2020,5,283.0494445,283.0494445,283.0494445
B_DTA_MCC_202,2,2,2,20/03/2020,29/03/2020,9,126.5073497,126.5073497,126.5073497
B_DTA_MCC_204,2,2,1,21/03/2020,10/04/2020,20,0,0,0
B_DTA_MCC_208,2,2,1,10/03/2020,14/03/2020,4,0,0,0
B_DTA_MCC_210,2,2,2,28/03/2020,29/03/2020,1,520.9007483,520.9007483,520.9007483
B_DTA_MCC_213,2,2,1,31/03/2020,01/04/2020,1,0,0,0
B_DTA_MCC_220,2,1,1,05/04/2020,09/04/2020,4,NA,NA,NA
B_DTA_MCC_225,2,2,2,14/03/2020,01/04/2020,18,80.24274299,80.24274299,80.24274299
B_DTA_MCC_226,2,2,1,02/04/2020,02/04/2020,0,0,0,0
B_DTA_MCC_236,2,2,2,30/03/2020,09/04/2020,10,108.53866,108.53866,108.53866
B_DTA_MCC_253,2,1,1,10/04/2020,15/04/2020,5,NA,NA,NA
B_DTA_MCC_260,2,2,1,31/03/2020,03/04/2020,3,0,0,0
B_DTA_MCC_261,2,1,1,24/04/2020,28/04/2020,4,NA,NA,NA
B_DTA_MCC_269,2,2,2,08/04/2020,15/05/2020,37,466.5280325,466.5280325,466.5280325
B_DTA_MCC_275,2,2,1,25/03/2020,30/03/2020,5,0,0,0
B_DTA_MCC_282,2,1,1,09/04/2020,21/04/2020,12,NA,NA,NA
B_DTA_MCC_300,2,2,1,21/03/2020,24/03/2020,3,0,0,0
B_DTA_MCC_322,2,2,1,23/03/2020,23/03/2020,0,0,0,0
B_DTA_MCC_328,2,2,1,12/03/2020,14/03/2020,2,0,0,0
B_DTA_MCC_330,2,2,1,18/03/2020,28/03/2020,10,0,0,0
B_DTA_MCC_354,2,2,1,01/04/2020,06/04/2020,5,0,0,0
B_DTA_MCC_356,2,1,1,01/04/2020,11/04/2020,10,NA,NA,NA
B.1.1_DTA_MCC_7,2,2,1,02/03/2020,04/03/2020,2,0,0,0
B.1.1_DTA_MCC_10,2,2,2,04/03/2020,23/03/2020,19,234.0811663,234.0811663,234.0811663
B.1.1_DTA_MCC_18,2,1,1,02/03/2020,24/03/2020,22,NA,NA,NA
B.1.1_DTA_MCC_26,2,2,2,04/03/2020,06/03/2020,2,86.50961712,86.50961712,86.50961712
B.1.1_DTA_MCC_36,2,2,2,03/03/2020,10/04/2020,38,236.2918712,236.2918712,236.2918712
B.1.1_DTA_MCC_43,2,1,1,03/03/2020,03/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_44,2,2,2,04/03/2020,04/03/2020,0,124.1069256,124.1069256,124.1069256
B.1.1_DTA_MCC_54,2,2,2,06/03/2020,08/03/2020,2,245.637367,245.637367,245.637367
B.1.1_DTA_MCC_78,2,2,2,09/03/2020,01/04/2020,23,94.5053918,94.5053918,94.5053918
B.1.1_DTA_MCC_95,2,2,1,11/03/2020,11/03/2020,0,0,0,0
B.1.1_DTA_MCC_110,2,2,1,12/03/2020,15/03/2020,3,0,0,0
B.1.1_DTA_MCC_127,2,2,2,12/03/2020,12/03/2020,0,234.0811663,234.0811663,234.0811663
B.1.1_DTA_MCC_133,2,2,2,12/03/2020,13/03/2020,1,35.7078237,35.7078237,35.7078237
B.1.1_DTA_MCC_148,2,1,1,18/03/2020,18/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_156,2,2,2,18/03/2020,05/04/2020,18,248.7493314,248.7493314,248.7493314
B.1.1_DTA_MCC_165,2,2,2,20/03/2020,22/04/2020,33,56.41931885,56.41931885,56.41931885
B.1.1_DTA_MCC_170,2,2,2,12/03/2020,31/03/2020,19,80.24274299,80.24274299,80.24274299
B.1.1_DTA_MCC_171,2,1,1,12/03/2020,03/04/2020,22,NA,NA,NA
B.1.1_DTA_MCC_172,2,2,2,21/03/2020,29/03/2020,8,22.17290824,22.17290824,22.17290824
B.1.1_DTA_MCC_190,2,2,1,22/03/2020,28/03/2020,6,0,0,0
B.1.1_DTA_MCC_202,2,2,1,22/03/2020,23/03/2020,1,0,0,0
B.1.1_DTA_MCC_213,2,2,2,24/03/2020,27/03/2020,3,442.1231848,442.1231848,442.1231848
B.1.1_DTA_MCC_215,2,0,0,24/03/2020,31/03/2020,7,NA,NA,NA
B.1.1_DTA_MCC_219,2,2,1,24/03/2020,08/04/2020,15,0,0,0
B.1.1_DTA_MCC_236,2,1,1,25/03/2020,26/03/2020,1,NA,NA,NA
B.1.1_DTA_MCC_252,2,2,2,25/03/2020,27/03/2020,2,127.2689436,127.2689436,127.2689436
B.1.1_DTA_MCC_256,2,2,1,28/03/2020,28/03/2020,0,0,0,0
B.1.1_DTA_MCC_260,2,2,2,20/03/2020,27/03/2020,7,454.5996532,454.5996532,454.5996532
B.1.1_DTA_MCC_262,2,0,0,28/03/2020,30/03/2020,2,NA,NA,NA
B.1.1_DTA_MCC_283,2,1,1,18/03/2020,28/03/2020,10,NA,NA,NA
B.1.1_DTA_MCC_302,2,2,2,01/04/2020,08/05/2020,37,226.7894488,226.7894488,226.7894488
B.1.1_DTA_MCC_305,2,2,2,01/04/2020,13/04/2020,12,103.6118522,103.6118522,103.6118522
B.1.1_DTA_MCC_314,2,1,1,31/03/2020,01/04/2020,1,NA,NA,NA
B.1.1_DTA_MCC_326,2,2,2,25/03/2020,15/04/2020,21,234.0811663,234.0811663,234.0811663
B.1.1_DTA_MCC_330,2,1,1,17/04/2020,18/04/2020,1,NA,NA,NA
B.1.1_DTA_MCC_345,2,2,2,11/04/2020,22/05/2020,41,112.3183193,112.3183193,112.3183193
B.1.1_DTA_MCC_351,2,2,1,28/04/2020,28/04/2020,0,0,0,0
B.1.1_DTA_MCC_362,2,2,2,18/03/2020,20/03/2020,2,226.7894488,226.7894488,226.7894488
B.1.1_DTA_MCC_365,2,2,2,20/03/2020,26/03/2020,6,226.7894488,226.7894488,226.7894488
B.1.1_DTA_MCC_383,2,2,2,30/03/2020,03/04/2020,4,225.3402212,225.3402212,225.3402212
B.1.1_DTA_MCC_386,2,2,1,03/04/2020,05/04/2020,2,0,0,0
B.1.1_DTA_MCC_389,2,2,2,06/04/2020,22/04/2020,16,115.0847613,115.0847613,115.0847613
B.1.1_DTA_MCC_392,2,2,2,07/04/2020,10/04/2020,3,88.21983998,88.21983998,88.21983998
B.1.1_DTA_MCC_394,2,1,1,28/03/2020,07/04/2020,10,NA,NA,NA
B.1.1_DTA_MCC_409,2,2,2,26/03/2020,06/04/2020,11,133.7760932,133.7760932,133.7760932
B.1.1_DTA_MCC_415,2,2,2,30/03/2020,02/04/2020,3,115.0847613,115.0847613,115.0847613
B.1.1_DTA_MCC_420,2,2,2,31/03/2020,10/04/2020,10,115.0847613,115.0847613,115.0847613
B.1.1_DTA_MCC_425,2,2,1,09/04/2020,09/04/2020,0,0,0,0
B.1.1_DTA_MCC_429,2,2,2,16/04/2020,22/04/2020,6,115.0847613,115.0847613,115.0847613
B.1.1_DTA_MCC_436,2,1,1,31/03/2020,14/04/2020,14,NA,NA,NA
B.1.1_DTA_MCC_444,2,2,2,29/03/2020,25/04/2020,27,145.0574066,145.0574066,145.0574066
B.1.1_DTA_MCC_448,2,2,1,13/04/2020,17/04/2020,4,0,0,0
B.1.1_DTA_MCC_478,2,2,2,14/04/2020,27/04/2020,13,459.3383208,459.3383208,459.3383208
B.1.1_DTA_MCC_495,2,2,2,26/04/2020,27/04/2020,1,46.78261621,46.78261621,46.78261621
B.1.1_DTA_MCC_498,2,2,1,04/05/2020,05/05/2020,1,0,0,0
B.1.1_DTA_MCC_516,2,2,1,31/03/2020,11/04/2020,11,0,0,0
B.1.1_DTA_MCC_517,2,2,2,30/03/2020,30/04/2020,31,88.24746354,88.24746354,88.24746354
B.1.1_DTA_MCC_536,2,1,1,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_541,2,2,2,23/03/2020,01/05/2020,39,93.851175,93.851175,93.851175
B.1.1_DTA_MCC_547,2,1,1,27/03/2020,29/03/2020,2,NA,NA,NA
B.1.1_DTA_MCC_549,2,2,2,30/03/2020,09/04/2020,10,253.3993873,253.3993873,253.3993873
B.1.1_DTA_MCC_551,2,2,2,31/03/2020,31/05/2020,61,202.8832235,202.8832235,202.8832235
B.1.1_DTA_MCC_554,2,0,0,19/03/2020,25/03/2020,6,NA,NA,NA
B.1.1_DTA_MCC_560,2,2,2,16/03/2020,16/03/2020,0,303.3396897,303.3396897,303.3396897
B.1.1_DTA_MCC_564,2,2,2,29/03/2020,04/04/2020,6,115.9255521,115.9255521,115.9255521
B.1.1_DTA_MCC_566,2,2,2,24/03/2020,29/03/2020,5,551.2089463,551.2089463,551.2089463
B.1.1_DTA_MCC_568,2,2,1,30/03/2020,31/03/2020,1,0,0,0
B.1.1_DTA_MCC_570,2,2,2,19/03/2020,30/03/2020,11,108.53866,108.53866,108.53866
B.1.1_DTA_MCC_585,2,2,2,26/03/2020,31/03/2020,5,294.8132811,294.8132811,294.8132811
B.1.1_DTA_MCC_599,2,2,1,04/04/2020,08/04/2020,4,0,0,0
B.1.1_DTA_MCC_601,2,2,2,04/04/2020,07/04/2020,3,35.7078237,35.7078237,35.7078237
B.1.1_DTA_MCC_612,2,2,1,02/04/2020,05/04/2020,3,0,0,0
B.1.1_DTA_MCC_616,2,2,2,03/04/2020,09/04/2020,6,317.1269092,317.1269092,317.1269092
B.1.1_DTA_MCC_622,2,2,2,06/04/2020,10/04/2020,4,42.39462584,42.39462584,42.39462584
B.1.1_DTA_MCC_625,2,2,1,11/04/2020,16/04/2020,5,0,0,0
B.1.1_DTA_MCC_635,2,2,1,05/04/2020,13/04/2020,8,0,0,0
B.1.1_DTA_MCC_651,2,2,1,07/04/2020,08/04/2020,1,0,0,0
B.1.1_DTA_MCC_660,2,2,2,09/04/2020,19/05/2020,40,97.48190426,97.48190426,97.48190426
B.1.1_DTA_MCC_662,2,2,2,09/04/2020,15/04/2020,6,56.97509324,56.97509324,56.97509324
B.1.1_DTA_MCC_688,2,1,1,14/04/2020,17/04/2020,3,NA,NA,NA
B.1.1_DTA_MCC_691,2,1,1,31/03/2020,20/04/2020,20,NA,NA,NA
B.1.1_DTA_MCC_693,2,2,2,28/03/2020,06/04/2020,9,301.5354329,301.5354329,301.5354329
B.1.1_DTA_MCC_696,2,2,2,21/04/2020,09/05/2020,18,444.2208625,444.2208625,444.2208625
B.1.1_DTA_MCC_700,2,2,1,15/06/2020,16/06/2020,1,0,0,0
B.1.1_DTA_MCC_716,2,1,1,07/04/2020,11/04/2020,4,NA,NA,NA
B.1.1_DTA_MCC_723,2,2,2,30/04/2020,27/05/2020,27,191.5270022,191.5270022,191.5270022
B.1.1_DTA_MCC_728,2,2,2,26/03/2020,03/04/2020,8,396.4789988,396.4789988,396.4789988
B.1.1_DTA_MCC_735,2,0,0,06/04/2020,14/04/2020,8,NA,NA,NA
B.1.1_DTA_MCC_736,2,1,1,10/04/2020,15/04/2020,5,NA,NA,NA
B.1.1_DTA_MCC_745,2,1,1,30/03/2020,15/04/2020,16,NA,NA,NA
B.1.1_DTA_MCC_751,2,0,0,20/04/2020,21/04/2020,1,NA,NA,NA
B.1.1_DTA_MCC_759,2,2,2,12/03/2020,25/03/2020,13,70.11849551,70.11849551,70.11849551
B.1.1_DTA_MCC_760,2,2,1,13/03/2020,25/03/2020,12,0,0,0
B.1.1_DTA_MCC_769,2,2,2,03/04/2020,10/04/2020,7,307.8389691,307.8389691,307.8389691
B.1.1_DTA_MCC_790,2,1,1,13/04/2020,15/05/2020,32,NA,NA,NA
B.1.1_DTA_MCC_817,2,2,2,28/02/2020,02/06/2020,95,409.055232,409.055232,409.055232
B.1.1_DTA_MCC_819,2,2,1,14/04/2020,30/04/2020,16,0,0,0
B.1.1_DTA_MCC_821,2,2,1,02/05/2020,03/05/2020,1,0,0,0
B.1.1_DTA_MCC_825,2,1,1,09/04/2020,13/04/2020,4,NA,NA,NA
B.1.1_DTA_MCC_830,2,1,1,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_832,2,0,0,07/04/2020,12/04/2020,5,NA,NA,NA
B.1.1_DTA_MCC_839,2,0,0,13/04/2020,23/04/2020,10,NA,NA,NA
B.1.1_DTA_MCC_841,2,1,1,07/04/2020,16/04/2020,9,NA,NA,NA
B.1.1_DTA_MCC_849,2,0,0,19/04/2020,02/05/2020,13,NA,NA,NA
B.1.1_DTA_MCC_854,2,2,2,03/04/2020,15/04/2020,12,543.42058,543.42058,543.42058
B.1.1_DTA_MCC_870,2,1,1,08/03/2020,10/03/2020,2,NA,NA,NA
B.1.1_DTA_MCC_884,2,2,2,26/03/2020,04/05/2020,39,538.9117709,538.9117709,538.9117709
B.1.1_DTA_MCC_886,2,0,0,14/05/2020,14/05/2020,0,NA,NA,NA
B.1.1_DTA_MCC_895,2,2,1,24/03/2020,27/03/2020,3,0,0,0
B.1.1_DTA_MCC_902,2,2,2,21/04/2020,06/05/2020,15,285.6482176,285.6482176,285.6482176
B.1.1_DTA_MCC_907,2,2,2,19/03/2020,01/04/2020,13,251.7541885,251.7541885,251.7541885
B.1.1_DTA_MCC_910,2,2,1,02/04/2020,21/04/2020,19,0,0,0
B.1.1_DTA_MCC_911,2,2,1,18/03/2020,19/03/2020,1,0,0,0
B.1.1_DTA_MCC_922,2,2,1,23/03/2020,26/03/2020,3,0,0,0
B.1.1_DTA_MCC_932,2,2,2,30/03/2020,30/03/2020,0,315.2100551,315.2100551,315.2100551
B.1.1_DTA_MCC_940,2,2,2,25/04/2020,10/05/2020,15,267.022168,267.022168,267.022168
B.1.1_DTA_MCC_944,2,2,2,24/03/2020,25/03/2020,1,173.9087453,173.9087453,173.9087453
B.1.1_DTA_MCC_950,2,2,2,12/04/2020,15/04/2020,3,60.86385107,60.86385107,60.86385107
B.1.1_DTA_MCC_955,2,2,2,25/03/2020,22/04/2020,28,60.86385107,60.86385107,60.86385107
B.1.1_DTA_MCC_973,2,2,2,18/03/2020,18/03/2020,0,52.50413448,52.50413448,52.50413448
B.1.1_DTA_MCC_975,2,2,2,22/03/2020,14/04/2020,23,38.63584913,38.63584913,38.63584913
B.1.1_DTA_MCC_980,2,2,2,10/03/2020,12/03/2020,2,42.54803892,42.54803892,42.54803892
B.1.1_DTA_MCC_981,2,2,2,06/04/2020,18/04/2020,12,69.01280541,69.01280541,69.01280541
B.1.1_DTA_MCC_984,2,2,2,24/03/2020,21/04/2020,28,33.8358818,33.8358818,33.8358818
B.1.1_DTA_MCC_1001,2,2,2,10/04/2020,14/04/2020,4,50.34993776,50.34993776,50.34993776
B.1.1_DTA_MCC_1005,2,2,2,27/03/2020,06/04/2020,10,458.8843771,458.8843771,458.8843771
B.1.1_DTA_MCC_1015,2,2,2,22/04/2020,24/04/2020,2,523.0880638,523.0880638,523.0880638
B.1.1_DTA_MCC_1034,2,2,1,27/04/2020,05/05/2020,8,0,0,0
B.1.1_DTA_MCC_1036,2,2,2,08/04/2020,13/04/2020,5,54.47073328,54.47073328,54.47073328
B.1.1_DTA_MCC_1047,2,1,1,27/03/2020,04/04/2020,8,NA,NA,NA
B.1.1_DTA_MCC_1065,2,2,2,09/04/2020,10/04/2020,1,95.27640859,95.27640859,95.27640859
B.1.pruned_DTA_MCC_11,2,2,2,29/02/2020,07/03/2020,7,286.0296911,286.0296911,286.0296911
B.1.pruned_DTA_MCC_38,2,2,2,06/03/2020,26/03/2020,20,286.0296911,286.0296911,286.0296911
B.1.pruned_DTA_MCC_68,2,2,1,11/03/2020,11/03/2020,0,0,0,0
B.1.pruned_DTA_MCC_92,2,2,2,15/03/2020,24/03/2020,9,471.4340084,471.4340084,471.4340084
B.1.pruned_DTA_MCC_109,2,1,1,19/03/2020,16/04/2020,28,NA,NA,NA
B.1.pruned_DTA_MCC_111,2,1,1,18/03/2020,29/03/2020,11,NA,NA,NA
B.1.pruned_DTA_MCC_127,2,2,2,12/03/2020,12/03/2020,0,477.2809083,477.2809083,477.2809083
B.1.pruned_DTA_MCC_135,2,1,1,19/03/2020,23/03/2020,4,NA,NA,NA
B.1.pruned_DTA_MCC_138,2,0,0,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_141,2,2,2,21/03/2020,21/03/2020,0,723.6863628,723.6863628,723.6863628
B.1.pruned_DTA_MCC_160,2,1,1,24/03/2020,05/04/2020,12,NA,NA,NA
B.1.pruned_DTA_MCC_169,2,1,1,25/03/2020,26/03/2020,1,NA,NA,NA
B.1.pruned_DTA_MCC_170,2,1,1,26/03/2020,28/03/2020,2,NA,NA,NA
B.1.pruned_DTA_MCC_186,2,1,1,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.pruned_DTA_MCC_191,2,0,0,25/03/2020,31/03/2020,6,NA,NA,NA
B.1.pruned_DTA_MCC_193,2,1,1,29/03/2020,08/04/2020,10,NA,NA,NA
B.1.pruned_DTA_MCC_206,2,2,2,25/03/2020,06/04/2020,12,240.5921282,240.5921282,240.5921282
B.1.pruned_DTA_MCC_207,2,0,0,30/03/2020,31/03/2020,1,NA,NA,NA
B.1.pruned_DTA_MCC_208,2,1,1,26/03/2020,31/03/2020,5,NA,NA,NA
B.1.pruned_DTA_MCC_213,2,1,1,01/04/2020,02/04/2020,1,NA,NA,NA
B.1.pruned_DTA_MCC_215,2,2,2,03/04/2020,08/04/2020,5,35.7078237,35.7078237,35.7078237
B.1.pruned_DTA_MCC_216,2,0,0,03/04/2020,10/04/2020,7,NA,NA,NA
B.1.pruned_DTA_MCC_224,2,2,1,17/04/2020,17/04/2020,0,0,0,0
B.1.pruned_DTA_MCC_226,2,2,1,10/05/2020,24/05/2020,14,0,0,0
B.1.pruned_DTA_MCC_244,2,2,2,02/04/2020,29/04/2020,27,188.1852738,188.1852738,188.1852738
B.1.pruned_DTA_MCC_256,2,2,2,06/04/2020,11/04/2020,5,71.01235478,71.01235478,71.01235478
B.1.pruned_DTA_MCC_262,2,1,1,05/04/2020,07/04/2020,2,NA,NA,NA
B.1.pruned_DTA_MCC_267,2,2,2,27/03/2020,07/04/2020,11,68.3488257,68.3488257,68.3488257
B.1.pruned_DTA_MCC_269,2,2,2,31/03/2020,07/04/2020,7,80.23878604,80.23878604,80.23878604
B.1.pruned_DTA_MCC_274,2,2,2,23/03/2020,27/03/2020,4,305.1101631,305.1101631,305.1101631
B.1.pruned_DTA_MCC_294,2,2,2,04/04/2020,19/04/2020,15,279.1028235,279.1028235,279.1028235
B.1.pruned_DTA_MCC_295,2,2,2,19/04/2020,20/04/2020,1,179.258413,179.258413,179.258413
B.1.pruned_DTA_MCC_311,2,2,1,06/04/2020,21/04/2020,15,0,0,0
B.1.pruned_DTA_MCC_318,2,2,2,10/04/2020,22/04/2020,12,182.9360581,182.9360581,182.9360581
B.1.pruned_DTA_MCC_323,2,2,2,28/04/2020,04/05/2020,6,60.25067048,60.25067048,60.25067048
B.1.pruned_DTA_MCC_328,2,2,1,30/03/2020,30/03/2020,0,0,0,0
B.1.pruned_DTA_MCC_339,2,2,2,21/03/2020,31/03/2020,10,195.6518697,195.6518697,195.6518697
B.1.pruned_DTA_MCC_345,2,2,2,29/03/2020,30/03/2020,1,88.24746354,88.24746354,88.24746354
B.1.pruned_DTA_MCC_349,2,2,2,01/04/2020,08/04/2020,7,131.8715839,131.8715839,131.8715839
B.1.pruned_DTA_MCC_354,2,1,1,30/03/2020,15/04/2020,16,NA,NA,NA
B.1.pruned_DTA_MCC_368,2,2,2,11/03/2020,12/03/2020,1,121.0152833,121.0152833,121.0152833
B.1.pruned_DTA_MCC_372,2,2,2,30/03/2020,04/04/2020,5,358.6414636,358.6414636,358.6414636
B.1.pruned_DTA_MCC_375,2,2,2,31/03/2020,08/04/2020,8,239.0823484,239.0823484,239.0823484
B.1.pruned_DTA_MCC_392,2,2,2,02/04/2020,06/04/2020,4,25.27011789,25.27011789,25.27011789
B.1.pruned_DTA_MCC_400,2,2,2,02/04/2020,07/04/2020,5,275.6712113,275.6712113,275.6712113
B.1.pruned_DTA_MCC_406,2,2,2,04/04/2020,14/04/2020,10,275.6712113,275.6712113,275.6712113
B.1.pruned_DTA_MCC_410,2,2,2,21/03/2020,06/04/2020,16,172.4337258,172.4337258,172.4337258
B.1.pruned_DTA_MCC_411,2,2,2,07/04/2020,08/04/2020,1,219.7866455,219.7866455,219.7866455
B.1.pruned_DTA_MCC_413,2,2,2,07/04/2020,12/04/2020,5,315.3121138,315.3121138,315.3121138
B.1.pruned_DTA_MCC_416,2,2,2,01/04/2020,08/04/2020,7,191.4992773,191.4992773,191.4992773
B.1.pruned_DTA_MCC_418,2,2,2,07/04/2020,13/04/2020,6,36.73911064,36.73911064,36.73911064
B.1.pruned_DTA_MCC_430,2,2,1,13/04/2020,15/04/2020,2,0,0,0
B.1.pruned_DTA_MCC_435,2,2,2,14/04/2020,18/05/2020,34,483.1826303,483.1826303,483.1826303
B.1.pruned_DTA_MCC_437,2,2,2,05/04/2020,15/04/2020,10,141.1161237,141.1161237,141.1161237
B.1.pruned_DTA_MCC_468,2,1,1,18/04/2020,28/04/2020,10,NA,NA,NA
B.1.pruned_DTA_MCC_482,2,2,2,02/04/2020,09/04/2020,7,69.77183794,69.77183794,69.77183794
B.1.pruned_DTA_MCC_483,2,2,1,02/04/2020,17/04/2020,15,0,0,0
B.1.pruned_DTA_MCC_487,2,2,1,06/04/2020,15/04/2020,9,0,0,0
B.1.pruned_DTA_MCC_488,2,2,1,06/04/2020,09/04/2020,3,0,0,0
B.1.pruned_DTA_MCC_490,2,1,1,04/04/2020,06/04/2020,2,NA,NA,NA
B.1.pruned_DTA_MCC_494,2,2,2,09/04/2020,10/04/2020,1,94.5053918,94.5053918,94.5053918
B.1.pruned_DTA_MCC_497,2,1,1,19/03/2020,15/04/2020,27,NA,NA,NA
B.1.pruned_DTA_MCC_498,2,0,0,16/04/2020,20/04/2020,4,NA,NA,NA
B.1.pruned_DTA_MCC_519,2,2,2,23/03/2020,06/04/2020,14,231.6637864,231.6637864,231.6637864
B.1.pruned_DTA_MCC_527,2,2,2,27/03/2020,02/04/2020,6,396.4789988,396.4789988,396.4789988
B.1.pruned_DTA_MCC_542,2,2,2,25/03/2020,06/04/2020,12,71.18241803,71.18241803,71.18241803
B.1.pruned_DTA_MCC_543,2,2,2,26/03/2020,15/04/2020,20,261.6550901,261.6550901,261.6550901
B.1.pruned_DTA_MCC_544,2,2,2,12/04/2020,18/04/2020,6,71.18241803,71.18241803,71.18241803
B.1.pruned_DTA_MCC_545,2,2,2,26/04/2020,30/04/2020,4,202.8083217,202.8083217,202.8083217
B.1.pruned_DTA_MCC_551,2,2,2,02/04/2020,04/04/2020,2,365.6267666,365.6267666,365.6267666
B.1.pruned_DTA_MCC_555,2,2,2,09/04/2020,12/04/2020,3,404.2682236,404.2682236,404.2682236
B.1.pruned_DTA_MCC_559,2,1,1,28/03/2020,13/04/2020,16,NA,NA,NA
B.1.pruned_DTA_MCC_566,2,2,2,07/04/2020,04/06/2020,58,351.0909893,351.0909893,351.0909893
B.1.pruned_DTA_MCC_577,2,2,2,28/03/2020,31/03/2020,3,200.6126494,200.6126494,200.6126494
B.1.pruned_DTA_MCC_582,2,2,1,03/04/2020,03/04/2020,0,0,0,0
B.1.pruned_DTA_MCC_586,2,2,2,24/03/2020,07/04/2020,14,303.3002052,303.3002052,303.3002052
B.1.pruned_DTA_MCC_592,2,0,0,05/04/2020,13/04/2020,8,NA,NA,NA
B.1.pruned_DTA_MCC_601,2,2,1,14/04/2020,24/04/2020,10,0,0,0
B.1.pruned_DTA_MCC_623,2,2,1,20/04/2020,27/04/2020,7,0,0,0
B.1.pruned_DTA_MCC_625,2,2,2,04/03/2020,11/03/2020,7,339.0414126,339.0414126,339.0414126
B.1.pruned_DTA_MCC_634,2,2,1,29/04/2020,29/04/2020,0,0,0,0
B.1.pruned_DTA_MCC_638,2,2,2,08/04/2020,25/04/2020,17,556.6651849,556.6651849,556.6651849
